Идентификационный ключ инцидента операционного риска,Идентификатор события,Статус события,Признак авторегистрации инцидента,Кем выявлено событие,Название источника,Тип источника инцидента (уровень 1),Тип источника инцидента (уровень 2),Тип события – уровень 1,Тип события – уровень 2,Дата обнаружения (Событие),Дата начала инцидента операционного риска,Дата ввода (Событие),Дата первого подтверждения,Дата последнего подтверждения,Идентификатор профиля риска,Наименование профиля риска,Тип клиента,Количество ошибок,Номер заявки,Номер договора,Идентификатор договора,Предварительное описание,Подробное описание,Идентификатор оргструктуры,Орг. структура – уровень 2 (Терр. структура / Департамент ДЗО),Орг. структура – уровень 3 (Блок / ТБ / ПЦП),Орг. структура – уровень 4 (Дивизион / Департамент),Орг. структура – уровень 5,Орг. структура – уровень 6,Орг. структура – уровень 7,Орг. структура – уровень 8,Орг. структура – уровень 9,Орг. структура – уровень 10,Идентификатор функционального блока,Функциональный блок – уровень 2,Функциональный блок – уровень 3,Функциональный блок – уровень 4,Процесс – уровень 1,Процесс – уровень 2,Процесс – уровень 3,Процесс – уровень 4 (Наименование процесса),Клиентский путь – уровень 4,Идентификационный ключ направления деятельности,Направление деятельности банка,Поднаправление деятельности банка,Связь с ИБ-риском,Связь с риском информационных систем,Связь с поведенческим риском,Связь с модельным риском,Общая сумма всех последствий (руб.),Прямая потеря – итого (руб.),Прямая потеря – с кредитным риском (руб.),Прямая потеря – без кредитного риска (руб.),Косвенная потеря – итого (руб.),Косвенная потеря – с кредитным риском (руб.),Косвенная потеря – без кредитного риска (руб.),Нереализовавшаяся потеря – итого (руб.),Нереализовавшаяся потеря – с кредитным риском (руб.),Нереализовавшаяся потеря – без кредитного риска (руб.),Потеря третьих лиц – итого (руб.),Потеря третьих лиц – с кредитным риском (руб.),Потеря третьих лиц – без кредитного риска (руб.),Прибыль – итого (руб.),Прибыль – с кредитным риском (руб.),Прибыль – без кредитного риска (руб.),Возмещение – итого по инциденту (руб.)
1405494234281975589,EVE-5621614,Утверждён,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Внешнее мошенничество,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,3,REQ-222302,AGR-882682,AGR-SID-569854,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-6457,ПАО Сбербанк,Волго-Вятский банк,Отделение,,,,,,,FB-292,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Потребительское кредитование,Платежи и переводы,BA-333,Розничные банковские услуги,РКО ФЛ,N,N,N,Y,,,,,,,,,,,,,,,,,
1767562987946552345,EVE-5193015,Утверждение,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Нарушение процесса,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,1,REQ-898303,AGR-687717,AGR-SID-651077,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-1932,ПАО Сбербанк,Сибирский банк,Отделение,,,,,,,FB-155,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Кредитные карты,Платежи и переводы,BA-431,Розничные банковские услуги,РКО ФЛ,N,Y,Y,Y,,,,,,,,,,,,,,,,,
3868177842910040419,EVE-5947001,Возмещение,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Внешнее мошенничество,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,1,REQ-642473,AGR-856352,AGR-SID-291365,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-9908,ПАО Сбербанк,Северо-Западный банк,Отделение,,,,,,,FB-986,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Кредитование ФЛ,Платежи и переводы,BA-397,Розничные банковские услуги,РКО ФЛ,N,N,Y,N,2298220.09,2298220.09,,2298220.09,,,,,,,,,,,,,615555.08
5634860917158981351,EVE-5678344,Возмещение,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Внешнее мошенничество,Технический сбой,02.01.2025,02.01.2025,02.01.2025,02.01.2025,02.01.2025,RP-08,Информационная безопасность,Физическое лицо,5,REQ-954932,AGR-902151,AGR-SID-696965,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-6313,ПАО Сбербанк,Дальневосточный банк,Отделение,,,,,,,FB-471,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Дебетовые карты,Платежи и переводы,BA-993,Розничные банковские услуги,РКО ФЛ,Y,N,Y,Y,2843348.39,2843348.39,,2843348.39,,,,,,,,,,,,,479460.74
6970647680301691781,EVE-5434664,Исследование,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Ошибки персонала,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,2,REQ-991254,AGR-647236,AGR-SID-338192,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-7526,ПАО Сбербанк,Сибирский банк,Отделение,,,,,,,FB-109,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Депозиты ФЛ,Платежи и переводы,BA-650,Розничные банковские услуги,РКО ФЛ,N,Y,N,Y,1702950.86,1702950.86,,1702950.86,,,,,,,,,,,,,482478.42
7533573908760272468,EVE-5104570,Исследование,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Технические сбои,Технический сбой,02.01.2025,02.01.2025,02.01.2025,02.01.2025,02.01.2025,RP-08,Информационная безопасность,Физическое лицо,1,REQ-931742,AGR-950370,AGR-SID-156510,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-7691,ПАО Сбербанк,Уральский банк,Отделение,,,,,,,FB-990,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,РКО ФЛ,Платежи и переводы,BA-106,Розничные банковские услуги,РКО ФЛ,Y,N,Y,N,,,,,,,,,,,,,,,,,
9124639736786815157,EVE-5809520,Черновик,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Действия третьих лиц,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,1,REQ-961901,AGR-938218,AGR-SID-688870,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-9923,ПАО Сбербанк,Сибирский банк,Отделение,,,,,,,FB-268,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Кредитование ФЛ,Платежи и переводы,BA-971,Розничные банковские услуги,РКО ФЛ,Y,Y,Y,Y,971016.4,971016.4,,971016.4,,,,,,,,,,,,,361571.67
4587995434687336252,EVE-5235485,Утверждён,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Технические сбои,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,4,REQ-162792,AGR-775689,AGR-SID-816997,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-6978,ПАО Сбербанк,Сибирский банк,Отделение,,,,,,,FB-783,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Кредитные карты,Платежи и переводы,BA-616,Розничные банковские услуги,РКО ФЛ,Y,Y,Y,Y,,,,,,,,,,,,,,,,,
6777572017769067003,EVE-5690779,Черновик,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Действия третьих лиц,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,2,REQ-369154,AGR-425731,AGR-SID-979384,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-2026,ПАО Сбербанк,Сибирский банк,Отделение,,,,,,,FB-144,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Кредитные карты,Платежи и переводы,BA-753,Розничные банковские услуги,РКО ФЛ,N,Y,N,N,846128.81,846128.81,,846128.81,,,,,,,,,,,,,248965.8
1537372919654491612,EVE-5739911,Закрыт,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Внешнее мошенничество,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,4,REQ-586352,AGR-306735,AGR-SID-148752,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-3335,ПАО Сбербанк,Северо-Западный банк,Отделение,,,,,,,FB-447,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Кредитование ФЛ,Платежи и переводы,BA-188,Розничные банковские услуги,РКО ФЛ,Y,Y,N,Y,3274408.21,3274408.21,,3274408.21,,,,,,,,,,,,,396426.18
